mirnaid,refseqid,genesymbol,duplex,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-1827,NM_001031720,GSTCD,((((((((.(((.((...&.)).))).)))))))).,3129,3171,0.9615384615384616,-19.2,1,0.007789609,0.456,0.06868485,-0.2858004925,-6.516143797417284,13,17,8,3UTR,MIRT683590,0,0
hsa-miR-1827,NM_001286151,BPNT1,((((((((((((((....&.)))))).)))))))).,1826,1854,0.9743589743589743,-19.9,1,0.001480041,0.471,5.897398666666666,4.626772893749999,-4.906073086755913,14,17,8,3UTR,MIRT633732,0,1
hsa-miR-1827,NM_001303426,ZNF639,((((((((((((......&)))))))))))).,3275,3288,0.9743589743589743,-21.8,1,0.0002932908,0.426,0.07335416666666665,-0.24969083749999998,-7.052043616942562,12,13,12,3UTR,MIRT463070,0,0
hsa-miR-1827,NM_016331,ZNF639,((((((((((((......&)))))))))))).,3687,3700,0.9743589743589743,-21.8,1,0.0002932908,0.426,0.07335416666666665,-0.24969083749999998,-7.052043616942562,12,13,12,3UTR,MIRT463070,0,0
hsa-miR-1827,NM_006085,BPNT1,((((((((((((((....&.)))))).)))))))).,1912,1940,0.9743589743589743,-19.9,1,0.001480041,0.471,5.768322260000001,4.999339376875,-4.906073086755913,14,17,8,3UTR,MIRT633732,0,1
hsa-miR-1827,NM_001375803,ZNF639,((((((((((((......&)))))))))))).,3204,3217,0.9743589743589743,-21.8,1,0.0002932908,0.426,0.07335416666666665,-0.24969083749999998,-7.052043616942562,12,13,12,3UTR,MIRT463070,0,0
hsa-miR-1827,NM_001202403,ASB6,((((((((.(((((((..&))))))).))).))))).,2938,2956,0.9743589743589743,-19.1,1,0.008328574,0.397,5.292146888888889,2.127294670000001,-4.993964104447428,15,18,7,3UTR,MIRT481428,0,1
hsa-miR-1827,NM_001278649,OSBPL2,(((((((((((((((...&.)))))))).))))))).,2751,2787,0.9807692307692307,-21.2,1,0.01905642,0.441,-0.40113737499999996,0.026779178749999993,-4.1706235265052785,15,18,8,3UTR,MIRT680044,0,0
hsa-miR-1827,NM_144498,OSBPL2,(((((((((((((((...&.)))))))).))))))).,2930,2966,0.9807692307692307,-21.2,1,0.01905642,0.441,-0.40113737499999996,0.026779178749999993,-4.1706235265052785,15,18,8,3UTR,MIRT680044,0,0
hsa-miR-1827,NM_153646,SLC24A4,.((((((((((((((...&.)))))))))).)))).,5626,5650,0.9807692307692307,-21.5,1,0.0007757846,0.426,-0.48722279333333324,-0.4703255749999999,-4.026373917660731,14,17,10,3UTR,MIRT691776,0,0
hsa-miR-1827,NM_153647,SLC24A4,.((((((((((((((...&.)))))))))).)))).,5027,5051,0.9807692307692307,-21.5,1,0.0007757846,0.426,-0.48722279333333324,-0.4703255749999999,-4.026373917660731,14,17,10,3UTR,MIRT691776,0,0
hsa-miR-1827,NM_153648,SLC24A4,.((((((((((((((...&.)))))))))).)))).,4885,4909,0.9807692307692307,-21.5,1,0.0007757846,0.426,-0.48722279333333324,-0.4703255749999999,-4.026373917660731,14,17,10,3UTR,MIRT691776,0,0
hsa-miR-1827,NM_014835,OSBPL2,(((((((((((((((...&.)))))))).))))))).,2894,2930,0.9807692307692307,-21.2,1,0.01905642,0.441,-0.40113737499999996,0.026779178749999993,-4.1706235265052785,15,18,8,3UTR,MIRT680044,0,0
hsa-miR-1827,NM_001363878,OSBPL2,(((((((((((((((...&.)))))))).))))))).,3020,3056,0.9807692307692307,-21.2,1,0.01905642,0.441,-0.40113737499999996,0.026779178749999993,-4.1706235265052785,15,18,8,3UTR,MIRT680044,0,0
hsa-miR-1827,NM_001378620,SLC24A4,.((((((((((((((...&.)))))))))).)))).,5084,5108,0.9807692307692307,-21.5,1,0.0007757846,0.426,-0.48722279333333324,-0.4703255749999999,-4.026373917660731,14,17,10,3UTR,MIRT691776,0,0
hsa-miR-1827,NM_001256566,F2RL2,(((((((((.........&))))))))).,1804,1814,1.0,-16.2,1,0.0007087326,0.529,-0.0512918644444444,-0.24257063875000004,-14.466127870277449,9,10,9,3UTR,MIRT681623,0,1
hsa-miR-1827,NM_001256648,ZNF43,((((((((((((((....&))))))).))))))).,5471,5487,1.0,-19.8,1,0.000410462,0.412,0.0,0.0,-4.906073086755913,14,16,7,3UTR,MIRT661134,0,1
hsa-miR-1827,NM_001256649,ZNF43,((((((((((((((....&))))))).))))))).,5336,5352,1.0,-19.8,1,0.000410462,0.412,-0.011401866666666685,0.07981999999999999,-4.906073086755913,14,16,7,3UTR,MIRT661134,0,1
hsa-miR-1827,NM_001256650,ZNF43,((((((((((((((....&))))))).))))))).,5208,5224,1.0,-19.8,1,0.000410462,0.412,0.0,0.0,-4.906073086755913,14,16,7,3UTR,MIRT661134,0,1
hsa-miR-1827,NM_001256653,ZNF43,((((((((((((((....&))))))).))))))).,4949,4965,1.0,-19.8,1,0.000410462,0.412,0.5261157999999999,0.36047205224999995,-4.906073086755913,14,16,7,3UTR,MIRT661134,0,1
hsa-miR-1827,NM_001256735,SSBP2,((((((((((.(((....&))).)))))))))).,1813,1828,1.0,-17.4,1,0.1073638,0.662,-0.015768320000000002,0.07971445749999995,-7.730847562166263,13,15,10,3UTR,MIRT467012,0,0
hsa-miR-1827,NM_001256736,SSBP2,((((((((((.(((....&))).)))))))))).,1714,1729,1.0,-17.4,1,0.1073638,0.662,0.0,0.0,-7.730847562166263,13,15,10,3UTR,MIRT467012,0,0
hsa-miR-1827,NM_001256835,QTRT2,((((((((.(((((((..&))))))).))).))))).,3090,3108,1.0,-19.5,1,0.02074699,0.515,-0.09532271111111108,0.04035282249999999,-4.993964104447428,15,18,7,3UTR,MIRT763096,0,1
hsa-miR-1827,NM_001256836,QTRT2,((((((((.(((((((..&))))))).))).))))).,2736,2754,1.0,-19.5,1,0.02074699,0.515,-0.09532271111111108,0.04035282249999999,-4.993964104447428,15,18,7,3UTR,MIRT763096,0,1
hsa-miR-1827,NM_001256837,QTRT2,((((((((.(((((((..&))))))).))).))))).,2834,2852,1.0,-19.5,1,0.02074699,0.515,-0.09532271111111108,0.04035282249999999,-4.993964104447428,15,18,7,3UTR,MIRT763096,0,1
hsa-miR-1827,NM_001258392,CLPB,((((((((((((((....&.))))))).))))))).,3616,3650,1.0,-19.9,1,0.0003320385,0.441,0.1747304666666666,-0.16286574999999998,-4.906073086755913,14,17,7,3UTR,MIRT628316,0,0
hsa-miR-1827,NM_001258393,CLPB,((((((((((((((....&.))))))).))))))).,3529,3563,1.0,-19.9,1,0.0003320385,0.441,-0.12978530266666669,0.032894849999999975,-4.906073086755913,14,17,7,3UTR,MIRT628316,0,0
hsa-miR-1827,NM_001258394,CLPB,((((((((((((((....&.))))))).))))))).,3813,3847,1.0,-19.9,1,0.0003320385,0.441,0.0,0.0,-4.906073086755913,14,17,7,3UTR,MIRT628316,0,0
hsa-miR-1827,NM_001267779,ZNF850,((((((((.(((.((...&)).))).)))))))).,3545,3561,1.0,-19.0,1,0.01192406,0.412,-0.028088875,-0.005787033749999976,-6.516143797417284,13,16,8,3UTR,MIRT689382,0,1
hsa-miR-1827,NM_001277291,ZNF891,((((((((((((((....&))))))).))))))).,11343,11359,1.0,-20.5,1,0.0003862428,0.515,0.0,0.0,-4.906073086755913,14,16,7,3UTR,MIRT671183,0,0
hsa-miR-1827,NM_001277291,ZNF891,((((((((((((......&)))))))))))).,6550,6563,1.0,-19.6,1,0.09332202,0.603,0.0,0.0,-7.052043616942562,12,13,12,3UTR,MIRT671183,0,0
hsa-miR-1827,NM_001277783,ATG12,((((((((((........&)))))))))).,3267,3278,1.0,-17.5,1,0.02502829,0.632,-0.06658749,0.18186669374999997,-13.223621401949268,10,11,10,3UTR,MIRT503524,0,1
hsa-miR-1827,NM_001278189,TPM3,.(((((((.((((.....&))))))))))).,1086,1098,1.0,-16.6,1,0.07649274,0.441,0.7772843571428572,1.80336825375,-6.675053053677535,11,12,11,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_001278190,TPM3,((((((((.(((((((((&)))))).....))).)))))))).,2267,2291,1.0,-19.2,1,0.005301107,0.412,2.262195357142857,2.1502818625,-4.993964104447428,17,24,8,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_001278190,TPM3,.(((((((.((((.....&))))))))))).,944,956,1.0,-16.6,1,0.07649274,0.441,0.37031057142857143,-0.1454021675000001,-6.675053053677535,11,12,11,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_001278191,TPM3,((((((((.(((((((((&)))))).....))).)))))))).,2190,2214,1.0,-19.2,1,0.005301107,0.412,0.49750791428571434,1.9125253599999998,-4.993964104447428,17,24,8,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_001278191,TPM3,.(((((((.((((.....&))))))))))).,867,879,1.0,-16.6,1,0.07649274,0.441,-0.10788414285714286,-0.23442796624999998,-6.675053053677535,11,12,11,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_001278250,SLC25A45,((((((((.(((((((((&)))))).....))).)))))))).,1237,1261,1.0,-19.2,1,0.03374951,0.412,2.2098782742857144,1.3511920795000003,-4.993964104447428,17,24,8,3UTR,MIRT503430,0,1
hsa-miR-1827,NM_001278593,ALDH6A1,((((((((.(((((((((&)))))).....))).)))))))).,3263,3287,1.0,-19.2,1,0.003754003,0.441,0.8219171642857143,0.04623132500000002,-4.993964104447428,17,24,8,3UTR,MIRT705791,0,1
hsa-miR-1827,NM_001281933,NCAPG2,((((((((((((((....&.)))))))).)))))).,4723,4755,1.0,-20.6,1,0.006743067,0.529,2.1218817999999997,2.3311858857499996,-4.906073086755913,14,17,8,3UTR,MIRT763076,0,0
hsa-miR-1827,NM_001282380,ARPIN,((((((((((((......&)))))))))))).,5623,5636,1.0,-19.6,1,0.002342193,0.426,2.61198325,2.87890534875,-7.052043616942562,12,13,12,3UTR,MIRT738080,0,0
hsa-miR-1827,NM_001286050,FAM168A,.((((((((((.......&)))))))))).,3452,3463,1.0,-18.8,1,1.981889e-05,0.368,0.062940374,0.039255553000000006,-10.254597317694373,10,11,10,3UTR,MIRT507340,0,1
hsa-miR-1827,NM_001286051,FAM168A,.((((((((((.......&)))))))))).,3107,3118,1.0,-18.8,1,1.981889e-05,0.368,0.1892583,0.04858589525,-10.254597317694373,10,11,10,3UTR,MIRT507340,0,1
hsa-miR-1827,NM_001291858,IGF1R,.(((((((.(((......&)))))))))).,9222,9233,1.0,-15.7,1,0.04152967,0.618,0.8052287,1.3987239325,-7.964183666343778,10,11,10,3UTR,MIRT282632,0,0
hsa-miR-1827,NM_001293212,TUBB,.((((((((((((.....&.)))))))))))).,1712,1731,1.0,-19.3,1,0.1286554,0.559,0.5065680083333334,0.05204504749999998,-5.618663395431772,12,14,12,3UTR,MIRT738166,0,1
hsa-miR-1827,NM_001293215,TUBB,.((((((((((((.....&.)))))))))))).,1615,1634,1.0,-19.3,1,0.1286554,0.559,0.5065680083333334,0.05204504749999998,-5.618663395431772,12,14,12,3UTR,MIRT738166,0,1
hsa-miR-1827,NM_001300765,LETMD1,.((((((((((((((((.&))))).))))))))))).,1470,1488,1.0,-23.8,1,0.02083828,0.5,0.9570993529411768,0.36668759125000006,-3.793324837357118,16,18,11,3UTR,MIRT474178,0,0
hsa-miR-1827,NM_001300885,ZNF562,(((((((((.........&))))))))).,1894,1904,1.0,-16.1,1,0.003274314,0.5,0.04417133333333333,-0.019943674999999998,-14.466127870277449,9,10,9,3UTR,MIRT695565,0,0
hsa-miR-1827,NM_001300960,CDK19,((((((((((.((.....&.)).)))))))))).,5290,5314,1.0,-19.1,1,0.000478734,0.544,5.9571073000000005,6.187004340000001,-8.58768747968667,12,15,10,3UTR,MIRT669099,0,1
hsa-miR-1827,NM_001300963,CDK19,((((((((((.((.....&.)).)))))))))).,5090,5114,1.0,-19.1,1,0.000478734,0.544,4.584109500000001,5.21357628,-8.58768747968667,12,15,10,3UTR,MIRT669099,0,1
hsa-miR-1827,NM_001300985,PTBP2,(((((((((((((((...&))))))))))))))).,3418,3434,1.0,-20.1,1,0.1368618,0.721,2.7019395333333334,2.4087349325,-4.1706235265052785,15,16,15,3UTR,MIRT700542,0,0
hsa-miR-1827,NM_001300986,PTBP2,(((((((((((((((...&))))))))))))))).,3427,3443,1.0,-20.1,1,0.1368618,0.721,2.7019395333333334,2.4087349325,-4.1706235265052785,15,16,15,3UTR,MIRT700542,0,0
hsa-miR-1827,NM_001300989,PTBP2,(((((((((((((((...&))))))))))))))).,3403,3419,1.0,-20.1,1,0.1368618,0.721,2.7019395333333334,2.4087349325,-4.1706235265052785,15,16,15,3UTR,MIRT700542,0,0
hsa-miR-1827,NM_001304502,CEP20,.(((((((.((((((...&))))))))))))).,770,784,1.0,-20.4,1,0.003813742,0.412,0.8112175714285715,0.22111397749999995,-5.082763575906494,13,14,13,3UTR,MIRT738104,0,0
hsa-miR-1827,NM_001305051,TMEM59,.(((((((((((.(((..&.))).))))))))))).,6194,6233,1.0,-19.5,1,0.02394153,0.676,5.493390090909092,4.182831750000001,-5.08245545002336,14,17,11,3UTR,MIRT674697,0,1
hsa-miR-1827,NM_001305052,TMEM59,.(((((((((((.(((..&.))).))))))))))).,6088,6127,1.0,-19.5,1,0.02394153,0.676,5.212349,3.9778249975,-5.08245545002336,14,17,11,3UTR,MIRT674697,0,1
hsa-miR-1827,NM_001306196,ARPP19,((((((((.(((((((((&)))))).....))).)))))))).,4058,4082,1.0,-19.2,1,0.008436718,0.412,1.1849645571428573,1.96714061,-4.993964104447428,17,24,8,3UTR,MIRT763008,0,1
hsa-miR-1827,NM_030641,APOL6,((((((((.(((((....&))))).)))))))).,1530,1545,1.0,-19.2,1,0.005657291,0.412,0.21847562499999998,-0.3117150464999999,-5.962462745001676,13,15,8,3UTR,MIRT691153,0,1
hsa-miR-1827,NM_030813,CLPB,((((((((((((((....&.))))))).))))))).,3706,3740,1.0,-19.9,1,0.0003320385,0.441,0.21098299999999998,-0.027600747249999977,-4.906073086755913,14,17,7,3UTR,MIRT628316,0,0
hsa-miR-1827,NM_032279,ATP13A4,(((((((((.((..((..&)).))))))))))).,4427,4442,1.0,-16.8,1,0.001481654,0.485,5.733777200333334,3.4087547424999993,-7.326051444716493,13,15,11,3UTR,MIRT453968,0,1
hsa-miR-1827,NM_032288,FYTTD1,((((((((((((((....&))))))).))))))).,5489,5505,1.0,-19.8,1,0.0002806837,0.441,-0.34142740000000005,-0.11957540750000004,-4.906073086755913,14,16,7,3UTR,MIRT703437,0,0
hsa-miR-1827,NM_032358,CCDC77,...(((((((((.(((..&)))))))))))).,1641,1654,1.0,-18.4,1,0.0011722,0.544,-0.09717933333333331,-0.2892293975,-7.803670806344982,12,13,12,3UTR,MIRT650527,0,0
hsa-miR-1827,NM_032802,SPPL2A,((((((((.((((((...&))))))..)))))))).,4279,4296,1.0,-18.6,1,0.0242922,0.456,0.40296062500000007,0.153919625,-5.227013184751041,14,17,8,3UTR,MIRT467254,0,0
hsa-miR-1827,NM_032865,TNS4,((((((((..(((((...&.)))))...)))))))).,3135,3159,1.0,-17.1,1,0.005656273,0.456,0.577827025,0.5944942337499999,-6.46951965307922,13,18,8,3UTR,MIRT641602,0,0
hsa-miR-1827,NM_033224,PURB,((((((.(((((((....&)))))))..)))))).,7948,7964,1.0,-17.8,1,0.008416092,0.471,0.3469607,0.749424095,-6.449759621627232,13,16,7,3UTR,MIRT320845,0,0
hsa-miR-1827,NM_052876,NACC1,..(((((((((.(((...&)))))))))))).,2933,2946,1.0,-17.6,1,0.001509662,0.368,-0.151563,0.13242423125000002,-8.536853109272258,12,13,12,3UTR,MIRT738128,0,0
hsa-miR-1827,NM_052898,XKR4,((((((.(((((((((..&))))))))).)))))).,7241,7258,1.0,-22.7,1,0.2960154,0.603,0.4514057777777778,0.7714167087500001,-5.4812609810729835,15,17,9,3UTR,MIRT463820,0,0
hsa-miR-1827,NM_058241,CCNT2,(((((((((((.......&.))))))))))).,5923,5946,1.0,-17.6,1,0.002372277,0.574,0.4046069363636364,0.15161134874999996,-10.39884692653892,11,13,11,3UTR,MIRT450898,0,0
hsa-miR-1827,NM_133473,ZNF431,.(((((((((((......&))))))))))).,13088,13100,1.0,-17.9,1,0.003216975,0.662,-0.28290327272727267,0.12497250500000004,-6.907794008098015,11,12,11,3UTR,MIRT446957,0,1
hsa-miR-1827,NM_138383,MTSS2,.(((((((.(((......&.)))))))))).,2950,2964,1.0,-15.9,1,0.1604659,0.294,2.738569571428571,3.4435577537500004,-7.964183666343778,10,12,10,3UTR,MIRT738125,0,1
hsa-miR-1827,NM_138777,MRRF,.((((((((((((((...&)))))))))))))).,1575,1590,1.0,-21.0,1,0.003998995,0.574,-0.00791594285714285,-0.18551450749999998,-4.026373917660731,14,15,14,3UTR,MIRT763072,0,0
hsa-miR-1827,NM_139078,MAPKAPK5,((((((((..(((((...&)))))...)))))))).,6063,6080,1.0,-18.7,1,0.01093998,0.441,0.08230262500000002,-0.12435040412500001,-6.46951965307922,13,17,8,3UTR,MIRT738119,0,0
hsa-miR-1827,NM_144653,NACC2,((((((.(((((......&))))).)))))).,2735,2748,1.0,-17.1,1,0.001416573,0.471,0.22793666666666665,-0.4550728937500001,-8.595730151813882,11,13,6,3UTR,MIRT472502,0,1
hsa-miR-1827,NM_152455,ZSCAN29,((((((((((((((....&))))))).))))))).,3365,3381,1.0,-19.8,1,6.037252e-06,0.412,1.2281044666666667,1.9031075725000006,-4.906073086755913,14,16,7,3UTR,MIRT462889,0,1
hsa-miR-1827,NM_152490,B3GALNT2,((((((((.(((((((((&)))))).....))).)))))))).,3786,3810,1.0,-19.2,1,0.005056971,0.412,2.6742682142857146,2.5545782886625,-4.993964104447428,17,24,8,3UTR,MIRT481097,0,0
hsa-miR-1827,NM_152542,PPM1K,((((((((.(((((((((&)))))).....))).)))))))).,4740,4764,1.0,-19.2,1,0.00979922,0.397,0.4634675285714286,0.12966990999999997,-4.993964104447428,17,24,8,3UTR,MIRT763091,0,1
hsa-miR-1827,NM_152604,ZNF383,.((((((((((.(((...&.))))))))))))).,3566,3588,1.0,-20.2,1,0.009262474,0.412,0.0,0.0,-7.373177227257086,13,15,13,3UTR,MIRT681247,0,0
hsa-miR-1827,NM_152667,NANP,((((((((.(((......&.))))))))))).,2554,2579,1.0,-16.9,1,0.006843523,0.574,0.35585812499999997,0.40603850625000004,-8.108433275188325,11,13,11,3UTR,MIRT738129,0,1
hsa-miR-1827,NM_152924,ABHD2,(((((((((((.......&.))))))))))).,6024,6049,1.0,-19.9,1,4.54413e-05,0.338,-0.23805767272727277,-0.03150961499999996,-10.39884692653892,11,13,11,3UTR,MIRT482570,0,0
hsa-miR-1827,NM_153649,TPM3,.(((((((.((((.....&))))))))))).,1007,1019,1.0,-16.6,1,0.07649274,0.441,0.5636230000000001,0.54721708625,-6.675053053677535,11,12,11,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_153713,LIX1L,.(((((((.(((..((((&))))..)))))))))).,1592,1609,1.0,-18.1,1,0.2410663,0.529,-0.05728364285714286,0.04905545000000001,-6.9956850257895296,14,17,10,3UTR,MIRT456211,0,1
hsa-miR-1827,NM_170743,IFNLR1,((((((((.(((..(((.&)))..))))))))))).,2264,2281,1.0,-18.5,1,0.01418298,0.456,0.800357625,0.009198098125000005,-7.139934634634077,14,17,11,3UTR,MIRT475337,0,1
hsa-miR-1827,NM_173672,PPIL6,.(((((((.((.(((...&))).))))))))).,2572,2586,1.0,-15.7,1,0.01342092,0.412,0.48581871428571427,1.1326350699999996,-8.42956688550285,12,14,9,3UTR,MIRT763090,0,1
hsa-miR-1827,NM_173803,MPV17L,(((((((((((((((...&.))))).)))))))))).,1728,1752,1.0,-22.6,1,0.005756842,0.456,0.10810999999999998,-0.06845130000000002,-4.1706235265052785,15,18,10,3UTR,MIRT662298,0,1
hsa-miR-1827,NM_178014,TUBB,.((((((((((((.....&.)))))))))))).,1566,1585,1.0,-19.3,1,0.1286554,0.559,0.38007875,0.07337715875000006,-5.618663395431772,12,14,12,3UTR,MIRT738166,0,1
hsa-miR-1827,NM_181861,APAF1,((((((((..(((((...&)))))...)))))))).,5302,5319,1.0,-18.7,1,0.004658371,0.412,0.4045481249999999,0.0615277625,-6.46951965307922,13,17,8,3UTR,MIRT457982,0,1
hsa-miR-1827,NM_181868,APAF1,((((((((..(((((...&)))))...)))))))).,5173,5190,1.0,-18.7,1,0.004658371,0.412,0.5135767499999999,-0.02317895000000001,-6.46951965307922,13,17,8,3UTR,MIRT457982,0,1
hsa-miR-1827,NM_181869,APAF1,((((((((..(((((...&)))))...)))))))).,2657,2674,1.0,-18.7,1,0.004658371,0.412,0.5135767499999999,-0.02317895000000001,-6.46951965307922,13,17,8,3UTR,MIRT457982,0,1
hsa-miR-1827,NM_182556,SLC25A45,((((((((.(((((((((&)))))).....))).)))))))).,1468,1492,1.0,-19.2,1,0.03374951,0.412,0.79648656,1.4926544174999998,-4.993964104447428,17,24,8,3UTR,MIRT503430,0,1
hsa-miR-1827,NM_194278,MIDEAS,..(((((((((((.....&))))))))))).,7844,7856,1.0,-16.0,1,0.00207757,0.618,0.7914411909090908,1.6448733875000001,-6.782339277446944,11,12,11,3UTR,MIRT280105,0,1
hsa-miR-1827,NM_194329,RNF38,.(((((((((((......&))))))))))).,2893,2905,1.0,-15.7,1,0.2591818,0.721,0.9070255454545454,2.1009273225000005,-6.907794008098015,11,12,11,3UTR,MIRT469037,0,0
hsa-miR-1827,NM_198530,MXRA7,.(((((((((........&.))))))))).,616,651,1.0,-15.9,1,0.0003423743,0.426,0.4981973333333334,0.16942132875000007,-13.079371793104722,9,11,9,3UTR,MIRT693683,0,1
hsa-miR-1827,NM_198581,ZC3H6,((((((((.(((((((((&)))))).....))).)))))))).,8897,8921,1.0,-19.2,1,0.01790769,0.426,0.31264914285714285,0.08489415624999994,-4.993964104447428,17,24,8,3UTR,MIRT457546,0,1
hsa-miR-1827,NM_198681,PLEKHG5,.((((((((((.(((((.&))))))))))))))).,3910,3926,1.0,-22.5,1,0.0001145388,0.353,-0.7024225699999999,-0.2536512675,-7.140128146953473,15,16,15,3UTR,MIRT738141,0,1
hsa-miR-1827,NM_199177,MRRF,.((((((((((((((...&)))))))))))))).,1415,1430,1.0,-21.0,1,0.003998995,0.574,-0.00791594285714285,-0.18551450749999998,-4.026373917660731,14,15,14,3UTR,MIRT763072,0,0
hsa-miR-1827,NM_207344,SPRYD4,(((((((((((.((((..&))))))))))))))).,2584,2600,1.0,-23.4,1,0.0003761066,0.456,0.7941704181818182,2.463138123825,-7.284377755798021,15,16,15,3UTR,MIRT500974,0,1
hsa-miR-1827,XM_005254673,PEAK1,...(((((((((......&))))))))).,6419,6429,1.0,-16.4,1,0.01678969,0.426,0.0,0.0,-9.629009364419638,9,10,9,3UTR,MIRT738135,0,0
hsa-miR-1827,XM_005254675,PEAK1,...(((((((((......&))))))))).,6138,6148,1.0,-16.4,1,0.01678969,0.426,0.0,0.0,-9.629009364419638,9,10,9,3UTR,MIRT738135,0,0
hsa-miR-1827,XM_005272998,BPNT1,((((((((((((((....&.)))))).)))))))).,1996,2024,1.0,-19.9,1,0.001480041,0.471,0.0,0.0,-4.906073086755913,14,17,8,3UTR,MIRT633732,0,1
hsa-miR-1827,XM_006718842,MRE11,(((((((((.........&))))))))).,3670,3680,1.0,-16.2,1,1.458668e-05,0.603,0.0,0.0,-14.466127870277449,9,10,9,3UTR,MIRT551335,0,0
hsa-miR-1827,XM_006719335,LETMD1,.((((((((((((((((.&))))).))))))))))).,1692,1710,1.0,-23.8,1,0.02083828,0.5,0.0,0.0,-3.793324837357118,16,18,11,3UTR,MIRT474178,0,0
hsa-miR-1827,XM_011526414,LENG8,((((((.((((.((((..&)))))))).)))))).,6236,6252,1.0,-18.4,1,0.003085682,0.324,0.0,0.0,-8.82806429066934,14,16,8,3UTR,MIRT489453,0,1
hsa-miR-1827,XM_011533705,MAP4,.((((((((((.......&.)))))))))).,8908,8948,1.0,-19.2,1,0.01962207,0.368,0.0,0.0,-10.254597317694373,10,12,10,3UTR,MIRT738118,0,1
hsa-miR-1827,XM_017009309,SSBP2,((((((((((.(((....&.))).)))))))))).,2064,2085,1.0,-17.8,1,0.1073638,0.662,0.0,0.0,-7.730847562166263,13,16,10,3UTR,MIRT467012,0,0
hsa-miR-1827,XM_017010241,TAF8,((((((((((((......&)))))))))))).,2487,2500,1.0,-21.8,1,0.0138742,0.515,0.0,0.0,-7.052043616942562,12,13,12,3UTR,MIRT455789,0,0
hsa-miR-1827,XM_017011306,OGFRL1,((((((((((((((((..&)))))).))))).))))).,3212,3231,1.0,-20.6,1,0.05052545,0.471,0.0,0.0,-3.937574446201665,16,19,6,3UTR,MIRT636359,0,0
hsa-miR-1827,XM_017011414,PRPF4B,((((((((((((.((((.&)))).)))))))))))).,5894,5912,1.0,-22.6,1,0.1769139,0.735,0.0,0.0,-5.226705058867908,16,18,12,3UTR,MIRT489045,0,0
hsa-miR-1827,XM_017017772,MRE11,(((((((((.........&))))))))).,3673,3683,1.0,-16.2,1,1.458668e-05,0.603,0.0,0.0,-14.466127870277449,9,10,9,3UTR,MIRT551335,0,0
hsa-miR-1827,NM_015075,IQSEC2,.(((((((((((((....&.)))))..)))))))).,4869,4898,1.0,-18.4,1,0.00488576,0.471,2.5502936186666667,2.6182217935000005,-4.761823477911366,13,17,8,3UTR,MIRT487968,0,1
hsa-miR-1827,NM_015075,IQSEC2,.(((((((.((.((((..&)))))).))))))).,4988,5003,1.0,-17.1,1,0.008408154,0.368,3.275507571428571,3.0406483105,-8.196517805199235,13,15,7,3UTR,MIRT487968,0,1
hsa-miR-1827,NM_015076,CDK19,((((((((((.((.....&.)).)))))))))).,5422,5446,1.0,-19.1,1,0.000478734,0.544,5.967760599999999,5.864008517874999,-8.58768747968667,12,15,10,3UTR,MIRT669099,0,1
hsa-miR-1827,NM_015224,TASOR,.((((((((((...((((&))))....)))))))))).,5167,5186,1.0,-19.3,1,0.614814,0.662,2.8094810499999996,1.7400364775000001,-9.286098677140124,14,19,10,3UTR,MIRT477077,0,1
hsa-miR-1827,NM_015328,AHCYL2,((((((((..(((((...&)))))...)))))))).,4439,4456,1.0,-18.7,1,0.01153535,0.441,-0.12564509999999998,0.17152437375000001,-6.46951965307922,13,17,8,3UTR,MIRT559651,0,1
hsa-miR-1827,NM_015416,LETMD1,.((((((((((((((((.&))))).))))))))))).,1842,1860,1.0,-23.8,1,0.02083828,0.5,0.9570993529411768,0.36668759125000006,-3.793324837357118,16,18,11,3UTR,MIRT474178,0,0
hsa-miR-1827,NM_015425,POLR1A,((((((((.(((((((((&)))))).....))).)))))))).,7636,7660,1.0,-19.2,1,0.007733023,0.441,2.6258481785714283,3.4686094075000007,-4.993964104447428,17,24,8,3UTR,MIRT763089,0,0
hsa-miR-1827,NM_015553,IPCEF1,.(((((((((((((....&.))))))).)))))).,5737,5773,1.0,-19.4,1,0.001820882,0.441,0.8790317014285715,2.5783554212500004,-4.761823477911366,13,16,7,3UTR,MIRT667848,0,0
hsa-miR-1827,NM_015659,RSL1D1,.(((((((((........&))))))))).,1534,1544,1.0,-15.9,1,0.003093641,0.544,-0.19128500000000004,-0.05346760000000003,-13.079371793104722,9,10,9,3UTR,MIRT549656,0,1
hsa-miR-1827,NM_016120,RLIM,((((((((.(((((((((&)))))).....))).)))))))).,9572,9596,1.0,-19.2,1,0.05210577,0.412,1.9508048571428571,3.8154123949999996,-4.993964104447428,17,24,8,3UTR,MIRT763101,0,1
hsa-miR-1827,NM_016545,IER5,((((((((..(((((...&)))))...)))))))).,3837,3854,1.0,-18.7,1,0.01874705,0.441,0.1344042,-0.2214029,-6.46951965307922,13,17,8,3UTR,MIRT567215,0,0
